display_country,continent,year,departures,remittances_aud,population_millions
New Zealand,Oceania,2005,15160,556216782,5.1
New Zealand,Oceania,2006,14680,528801250,5.1
New Zealand,Oceania,2007,14200,606171570,5.1
New Zealand,Oceania,2008,14340,665753579,5.1
New Zealand,Oceania,2009,14940,523045435,5.1
New Zealand,Oceania,2010,15810,585394654,5.1
New Zealand,Oceania,2011,14390,719399842,5.1
New Zealand,Oceania,2012,13690,729616451,5.1
New Zealand,Oceania,2013,16770,725597791,5.1
New Zealand,Oceania,2014,21200,845466848,5.1
New Zealand,Oceania,2015,22370,840143283,5.1
New Zealand,Oceania,2016,22740,834354466,5.1
New Zealand,Oceania,2017,20820,850976481,5.1
New Zealand,Oceania,2018,18270,804144752,5.1
New Zealand,Oceania,2019,17630,748808852,5.1
New Zealand,Oceania,2020,16010,677008985,5.1
New Zealand,Oceania,2021,14150,729816844,5.1
New Zealand,Oceania,2022,10900,643384536,5.1
PNG,Oceania,2005,850,10817506,10.3
PNG,Oceania,2006,900,6971136,10.3
PNG,Oceania,2007,850,12043456,10.3
PNG,Oceania,2008,840,11613742,10.3
PNG,Oceania,2009,930,7480642,10.3
PNG,Oceania,2010,920,5532736,10.3
PNG,Oceania,2011,800,19433599,10.3
PNG,Oceania,2012,820,22521971,10.3
PNG,Oceania,2013,780,22563806,10.3
PNG,Oceania,2014,730,16549102,10.3
PNG,Oceania,2015,810,6232386,10.3
PNG,Oceania,2016,810,4256962,10.3
PNG,Oceania,2017,800,6734460,10.3
PNG,Oceania,2018,870,5762068,10.3
PNG,Oceania,2019,910,46369634,10.3
PNG,Oceania,2020,770,3629499,10.3
PNG,Oceania,2021,530,4904093,10.3
PNG,Oceania,2022,480,23100138,10.3
PNG,Oceania,2023,410,21339054,10.3
Solomon Islands,Oceania,2005,140,11316565,0.7
Solomon Islands,Oceania,2006,120,16971811,0.7
Solomon Islands,Oceania,2007,130,19960025,0.7
Solomon Islands,Oceania,2008,130,14443664,0.7
Solomon Islands,Oceania,2009,100,19772843,0.7
Solomon Islands,Oceania,2010,140,22560227,0.7
Solomon Islands,Oceania,2011,120,26747679,0.7
Solomon Islands,Oceania,2012,130,32742425,0.7
Solomon Islands,Oceania,2013,120,32611477,0.7
Solomon Islands,Oceania,2014,100,25809437,0.7
Solomon Islands,Oceania,2015,90,29368868,0.7
Solomon Islands,Oceania,2016,90,32046697,0.7
Solomon Islands,Oceania,2017,90,25799443,0.7
Solomon Islands,Oceania,2018,130,31440448,0.7
Solomon Islands,Oceania,2019,150,40249123,0.7
Solomon Islands,Oceania,2020,100,43463974,0.7
Solomon Islands,Oceania,2021,80,80630028,0.7
Solomon Islands,Oceania,2022,70,128208941,0.7
Solomon Islands,Oceania,2023,290,133592187,0.7
Vanuatu,Oceania,2005,110,8054229,0.3
Vanuatu,Oceania,2006,90,7883768,0.3
Vanuatu,Oceania,2007,70,8758229,0.3
Vanuatu,Oceania,2008,80,14072475,0.3
Vanuatu,Oceania,2009,100,18157429,0.3
Vanuatu,Oceania,2010,70,18594412,0.3
Vanuatu,Oceania,2011,100,34390101,0.3
Vanuatu,Oceania,2012,60,34817729,0.3
Vanuatu,Oceania,2013,50,37462007,0.3
Vanuatu,Oceania,2014,60,65700786,0.3
Vanuatu,Oceania,2015,80,62653366,0.3
Vanuatu,Oceania,2016,80,77174182,0.3
Vanuatu,Oceania,2017,60,135834375,0.3
Vanuatu,Oceania,2018,100,181960581,0.3
Vanuatu,Oceania,2019,70,240314307,0.3
Vanuatu,Oceania,2020,140,200784978,0.3
Vanuatu,Oceania,2021,520,315731905,0.3
Vanuatu,Oceania,2022,310,312569047,0.3
Kiribati,Oceania,2006,70,20524577,1.0
Kiribati,Oceania,2007,60,22026293,1.0
Kiribati,Oceania,2018,50,31565472,1.0
Kiribati,Oceania,2020,80,23567476,1.0
Kiribati,Oceania,2022,60,44412095,1.0
Kiribati,Oceania,2023,140,18379076,1.0
Nauru,Oceania,2018,50,10326193,1.0
Fiji,Oceania,2005,1270,321233131,0.9
Fiji,Oceania,2006,980,323235983,0.9
Fiji,Oceania,2007,780,289475716,0.9
Fiji,Oceania,2008,750,231750197,0.9
Fiji,Oceania,2009,680,270270391,0.9
Fiji,Oceania,2010,690,277497190,0.9
Fiji,Oceania,2011,750,253679514,0.9
Fiji,Oceania,2012,690,301160416,0.9
Fiji,Oceania,2013,720,321640709,0.9
Fiji,Oceania,2014,760,349129020,0.9
Fiji,Oceania,2015,880,398724850,0.9
Fiji,Oceania,2016,890,430332879,0.9
Fiji,Oceania,2017,900,440405983,0.9
Fiji,Oceania,2018,990,458297273,0.9
Fiji,Oceania,2019,920,452777143,0.9
Fiji,Oceania,2020,880,501105873,0.9
Fiji,Oceania,2021,540,621943614,0.9
Fiji,Oceania,2022,700,724947296,0.9
Fiji,Oceania,2023,750,757373464,0.9
Samoa,Oceania,2005,570,128932093,0.2
Samoa,Oceania,2006,560,137595460,0.2
Samoa,Oceania,2007,540,152706380,0.2
Samoa,Oceania,2008,510,172232998,0.2
Samoa,Oceania,2009,470,188793157,0.2
Samoa,Oceania,2010,540,218837540,0.2
Samoa,Oceania,2011,490,252142137,0.2
Samoa,Oceania,2012,430,280758460,0.2
Samoa,Oceania,2013,480,260041800,0.2
Samoa,Oceania,2014,560,221993083,0.2
Samoa,Oceania,2015,690,207226104,0.2
Samoa,Oceania,2016,800,206613218,0.2
Samoa,Oceania,2017,780,214448565,0.2
Samoa,Oceania,2018,900,233156656,0.2
Samoa,Oceania,2019,930,245239394,0.2
Samoa,Oceania,2020,950,322573624,0.2
Samoa,Oceania,2021,700,392447952,0.2
Samoa,Oceania,2022,700,442347434,0.2
Samoa,Oceania,2023,1640,418595655,0.2
Tonga,Oceania,2005,290,108959334,0.1
Tonga,Oceania,2006,250,123245258,0.1
Tonga,Oceania,2007,220,129245891,0.1
Tonga,Oceania,2008,220,163502287,0.1
Tonga,Oceania,2009,200,129436053,0.1
Tonga,Oceania,2010,200,116967328,0.1
Tonga,Oceania,2011,240,133252879,0.1
Tonga,Oceania,2012,220,144172946,0.1
Tonga,Oceania,2013,200,193834258,0.1
Tonga,Oceania,2014,250,188479907,0.1
Tonga,Oceania,2015,290,204259428,0.1
Tonga,Oceania,2016,360,199448986,0.1
Tonga,Oceania,2017,320,250592110,0.1
Tonga,Oceania,2018,390,274042286,0.1
Tonga,Oceania,2019,360,287003024,0.1
Tonga,Oceania,2020,360,300144669,0.1
Tonga,Oceania,2021,420,340763616,0.1
Tonga,Oceania,2022,380,340104731,0.1
Tonga,Oceania,2023,1060,397981685,0.1
UK,Europe,2005,17400,9551362407,67.7
UK,Europe,2006,17840,9647015931,67.7
UK,Europe,2007,16930,10359010503,67.7
UK,Europe,2008,19920,9472259179,67.7
UK,Europe,2009,18880,8283911334,67.7
UK,Europe,2010,21240,7823219541,67.7
UK,Europe,2011,20920,8056425484,67.7
UK,Europe,2012,19180,7812651395,67.7
UK,Europe,2013,21230,7591113813,67.7
UK,Europe,2014,24930,7800883653,67.7
UK,Europe,2015,24520,7905361707,67.7
UK,Europe,2016,23640,7240008351,67.7
UK,Europe,2017,22620,6808039848,67.7
UK,Europe,2018,21920,6935747436,67.7
UK,Europe,2019,21860,6659407002,67.7
UK,Europe,2020,17000,5131988826,67.7
UK,Europe,2021,10810,5469172751,67.7
UK,Europe,2022,14590,6264830478,67.7
UK,Europe,2023,12070,7088593288,67.7
Ireland,Europe,2005,2520,809494436,5.1
Ireland,Europe,2006,2520,852169925,5.1
Ireland,Europe,2007,2710,931275806,5.1
Ireland,Europe,2008,2980,1000736840,5.1
Ireland,Europe,2009,2990,905712396,5.1
Ireland,Europe,2010,3870,1039655688,5.1
Ireland,Europe,2011,3610,1194481774,5.1
Ireland,Europe,2012,3120,1098094215,5.1
Ireland,Europe,2013,4910,1141446697,5.1
Ireland,Europe,2014,7770,1146716662,5.1
Ireland,Europe,2015,7220,953709338,5.1
Ireland,Europe,2016,5990,909266006,5.1
Ireland,Europe,2017,4660,942749784,5.1
Ireland,Europe,2018,4040,985333929,5.1
Ireland,Europe,2019,4010,926964091,5.1
Ireland,Europe,2020,3360,436160608,5.1
Ireland,Europe,2021,2180,284170299,5.1
Ireland,Europe,2022,3350,840227557,5.1
Ireland,Europe,2023,2220,902069306,5.1
Austria,Europe,2005,350,3655341262,9.1
Austria,Europe,2006,370,3977131477,9.1
Austria,Europe,2007,320,4606683000,9.1
Austria,Europe,2008,350,5039897813,9.1
Austria,Europe,2009,350,4900657163,9.1
Austria,Europe,2010,330,4713911744,9.1
Austria,Europe,2011,380,5136271783,9.1
Austria,Europe,2012,270,4784538144,9.1
Austria,Europe,2013,250,5132329062,9.1
Austria,Europe,2014,260,5119044810,9.1
Austria,Europe,2015,240,4524498772,9.1
Austria,Europe,2016,250,4562371014,9.1
Austria,Europe,2017,260,4671956108,9.1
Austria,Europe,2018,250,4775694443,9.1
Austria,Europe,2019,230,4733772714,9.1
Austria,Europe,2020,220,4782298252,9.1
Austria,Europe,2021,160,5042754407,9.1
Austria,Europe,2022,180,4756907419,9.1
Austria,Europe,2023,170,5154259792,9.1
Belgium,Europe,2005,190,10877203044,11.6
Belgium,Europe,2006,200,11484838158,11.6
Belgium,Europe,2007,250,14207116823,11.6
Belgium,Europe,2008,300,16556927783,11.6
Belgium,Europe,2009,360,17523229270,11.6
Belgium,Europe,2010,360,17369997447,11.6
Belgium,Europe,2011,370,18531107269,11.6
Belgium,Europe,2012,290,17650894764,11.6
Belgium,Europe,2013,320,18478235087,11.6
Belgium,Europe,2014,390,19214385160,11.6
Belgium,Europe,2015,450,16534561458,11.6
Belgium,Europe,2016,480,17042449878,11.6
Belgium,Europe,2017,510,18068085761,11.6
Belgium,Europe,2018,540,19668739164,11.6
Belgium,Europe,2019,630,19638901512,11.6
Belgium,Europe,2020,500,20717350791,11.6
Belgium,Europe,2021,350,22572004958,11.6
Belgium,Europe,2022,390,22178533668,11.6
Belgium,Europe,2023,260,23134166781,11.6
France,Europe,2005,1600,22444020827,68.0
France,Europe,2006,1900,24545675490,68.0
France,Europe,2007,1780,27786537705,68.0
France,Europe,2008,2530,31735399874,68.0
France,Europe,2009,2750,31071284906,68.0
France,Europe,2010,3730,31439248073,68.0
France,Europe,2011,3770,36248802802,68.0
France,Europe,2012,3000,35812859479,68.0
France,Europe,2013,3460,42565556858,68.0
France,Europe,2014,3990,44202093576,68.0
France,Europe,2015,4090,40207059746,68.0
France,Europe,2016,4550,40436559517,68.0
France,Europe,2017,4660,42352193882,68.0
France,Europe,2018,4700,44852324949,68.0
France,Europe,2019,5150,45446726018,68.0
France,Europe,2020,4600,47374295272,68.0
France,Europe,2021,3120,51581472573,68.0
France,Europe,2022,3240,51687484252,68.0
France,Europe,2023,2220,57987018507,68.0
Germany,Europe,2005,2540,12345242485,84.4
Germany,Europe,2006,2860,13657179722,84.4
Germany,Europe,2007,2880,17688269880,84.4
Germany,Europe,2008,4400,20874073514,84.4
Germany,Europe,2009,3760,21722284494,84.4
Germany,Europe,2010,3830,22490095630,84.4
Germany,Europe,2011,4100,25923340055,84.4
Germany,Europe,2012,3410,24293987580,84.4
Germany,Europe,2013,3540,25551957749,84.4
Germany,Europe,2014,3950,25700471710,84.4
Germany,Europe,2015,3820,23522734586,84.4
Germany,Europe,2016,4960,24109875180,84.4
Germany,Europe,2017,5010,27189305519,84.4
Germany,Europe,2018,4060,29472095113,84.4
Germany,Europe,2019,4410,28974479981,84.4
Germany,Europe,2020,3560,29735126619,84.4
Germany,Europe,2021,2100,32004546101,84.4
Germany,Europe,2022,2340,30963026458,84.4
Germany,Europe,2023,2100,33213529165,84.4
Netherlands,Europe,2005,1070,1988809482,17.9
Netherlands,Europe,2006,1020,2453167493,17.9
Netherlands,Europe,2007,1150,2575686511,17.9
Netherlands,Europe,2008,1570,2605577061,17.9
Netherlands,Europe,2009,1410,4438873902,17.9
Netherlands,Europe,2010,1370,4391096972,17.9
Netherlands,Europe,2011,1300,5082844141,17.9
Netherlands,Europe,2012,1060,4866287727,17.9
Netherlands,Europe,2013,1150,5175585620,17.9
Netherlands,Europe,2014,1320,5882568277,17.9
Netherlands,Europe,2015,1300,5176472921,17.9
Netherlands,Europe,2016,1430,5065680796,17.9
Netherlands,Europe,2017,1640,5398956404,17.9
Netherlands,Europe,2018,1400,5884049831,17.9
Netherlands,Europe,2019,1590,5804099608,17.9
Netherlands,Europe,2020,1250,5723218977,17.9
Netherlands,Europe,2021,880,6251778458,17.9
Netherlands,Europe,2022,1020,6016885105,17.9
Netherlands,Europe,2023,820,6751329041,17.9
Switzerland,Europe,2005,600,3133793583,8.7
Switzerland,Europe,2006,660,3296190391,8.7
Switzerland,Europe,2007,700,3258555119,8.7
Switzerland,Europe,2008,750,3944610600,8.7
Switzerland,Europe,2009,700,4155036352,8.7
Switzerland,Europe,2010,660,4417141279,8.7
Switzerland,Europe,2011,670,4822234600,8.7
Switzerland,Europe,2012,630,4164999206,8.7
Switzerland,Europe,2013,680,4256365449,8.7
Switzerland,Europe,2014,590,4255335542,8.7
Switzerland,Europe,2015,510,4345411519,8.7
Switzerland,Europe,2016,540,4407818445,8.7
Switzerland,Europe,2017,600,4621192739,8.7
Switzerland,Europe,2018,630,4548583700,8.7
Switzerland,Europe,2019,620,4558591612,8.7
Switzerland,Europe,2020,510,4910024101,8.7
Switzerland,Europe,2021,370,5077649999,8.7
Switzerland,Europe,2022,400,5245154245,8.7
Switzerland,Europe,2023,380,5514765375,8.7
Denmark,Europe,2005,410,1052424692,5.9
Denmark,Europe,2006,480,1169620894,5.9
Denmark,Europe,2007,390,1300662256,5.9
Denmark,Europe,2008,460,1661693370,5.9
Denmark,Europe,2009,480,1610125057,5.9
Denmark,Europe,2010,430,1462238590,5.9
Denmark,Europe,2011,440,1816819774,5.9
Denmark,Europe,2012,370,1867945899,5.9
Denmark,Europe,2013,420,2165802047,5.9
Denmark,Europe,2014,450,2343174444,5.9
Denmark,Europe,2015,420,1988043947,5.9
Denmark,Europe,2016,410,1970283373,5.9
Denmark,Europe,2017,390,2076833288,5.9
Denmark,Europe,2018,440,2236169337,5.9
Denmark,Europe,2019,420,2290429952,5.9
Denmark,Europe,2020,320,2104838888,5.9
Denmark,Europe,2021,280,2232346200,5.9
Denmark,Europe,2022,280,2211489206,5.9
Denmark,Europe,2023,250,2402076679,5.9
Finland,Europe,2005,180,1093797780,5.5
Finland,Europe,2006,260,1398970974,5.5
Finland,Europe,2007,230,1566299300,5.5
Finland,Europe,2008,250,1781135659,5.5
Finland,Europe,2009,260,1752097041,5.5
Finland,Europe,2010,290,1589943154,5.5
Finland,Europe,2011,290,2676806119,5.5
Finland,Europe,2012,260,2658304170,5.5
Finland,Europe,2013,310,1695667437,5.5
Finland,Europe,2014,330,1688276909,5.5
Finland,Europe,2015,310,1367363412,5.5
Finland,Europe,2016,380,1360323938,5.5
Finland,Europe,2017,340,1435118923,5.5
Finland,Europe,2018,430,1328864287,5.5
Finland,Europe,2019,410,1330299611,5.5
Finland,Europe,2020,340,945046444,5.5
Finland,Europe,2021,220,1054421373,5.5
Finland,Europe,2022,220,1045279225,5.5
Finland,Europe,2023,150,1182257500,5.5
Norway,Europe,2005,960,798339912,5.5
Norway,Europe,2006,950,835556297,5.5
Norway,Europe,2007,770,974348893,5.5
Norway,Europe,2008,660,1082254102,5.5
Norway,Europe,2009,590,997724609,5.5
Norway,Europe,2010,610,1074355034,5.5
Norway,Europe,2011,590,1208690820,5.5
Norway,Europe,2017,400,972926886,5.5
Norway,Europe,2018,400,1018068466,5.5
Norway,Europe,2019,460,972872634,5.5
Norway,Europe,2020,330,930630748,5.5
Norway,Europe,2021,260,1061421391,5.5
Norway,Europe,2022,200,1572236180,5.5
Norway,Europe,2023,180,1518915892,5.5
Sweden,Europe,2005,710,2862179566,10.5
Sweden,Europe,2006,780,3547242380,10.5
Sweden,Europe,2007,890,5064619084,10.5
Sweden,Europe,2008,940,6470876047,10.5
Sweden,Europe,2009,910,6269367696,10.5
Sweden,Europe,2010,950,6416345163,10.5
Sweden,Europe,2011,1090,6927816328,10.5
Sweden,Europe,2012,830,6783718715,10.5
Sweden,Europe,2013,990,7384905732,10.5
Sweden,Europe,2014,1070,7410153220,10.5
Sweden,Europe,2015,1040,5969203619,10.5
Sweden,Europe,2016,1080,5043230719,10.5
Sweden,Europe,2017,1150,5150473143,10.5
Sweden,Europe,2018,1050,5171296623,10.5
Sweden,Europe,2019,1020,5347068545,10.5
Sweden,Europe,2020,870,5160116373,10.5
Sweden,Europe,2021,520,5154318927,10.5
Sweden,Europe,2022,570,5843658513,10.5
Sweden,Europe,2023,390,6131542134,10.5
Italy,Europe,2005,1080,6464620215,1.0
Italy,Europe,2006,1090,6439808984,1.0
Italy,Europe,2007,1060,7260481405,1.0
Italy,Europe,2008,1290,11620604454,1.0
Italy,Europe,2009,1200,11125239348,1.0
Italy,Europe,2010,1380,12600710529,1.0
Italy,Europe,2011,1310,13795370763,1.0
Italy,Europe,2012,1260,14482500159,1.0
Italy,Europe,2013,1690,14909096473,1.0
Italy,Europe,2014,2480,15956826449,1.0
Italy,Europe,2015,2960,15180236017,1.0
Italy,Europe,2016,3260,15030277252,1.0
Italy,Europe,2017,3330,15392654151,1.0
Italy,Europe,2018,3320,15641450197,1.0
Italy,Europe,2019,3380,16524455089,1.0
Italy,Europe,2020,2640,15623872537,1.0
Italy,Europe,2021,1710,15964229747,1.0
Italy,Europe,2022,1930,15519141830,1.0
Italy,Europe,2023,1330,19122584424,1.0
Malta,Europe,2005,170,350890490,0.5
Malta,Europe,2006,120,329897639,0.5
Malta,Europe,2007,140,362272984,0.5
Malta,Europe,2008,120,417850601,0.5
Malta,Europe,2009,160,410646609,0.5
Malta,Europe,2010,150,362714818,0.5
Malta,Europe,2011,140,358857358,0.5
Malta,Europe,2012,110,316171338,0.5
Malta,Europe,2013,170,388487951,0.5
Malta,Europe,2014,150,399392185,0.5
Malta,Europe,2015,140,433552421,0.5
Malta,Europe,2016,130,397257372,0.5
Malta,Europe,2017,110,38328492,0.5
Malta,Europe,2018,120,32633985,0.5
Malta,Europe,2019,110,20839321,0.5
Malta,Europe,2020,110,21671236,0.5
Malta,Europe,2021,70,22078657,0.5
Malta,Europe,2022,80,19503825,0.5
Malta,Europe,2023,90,24612482,0.5
Portugal,Europe,2005,250,610825203,10.2
Portugal,Europe,2006,250,695403734,10.2
Portugal,Europe,2007,250,963725548,10.2
Portugal,Europe,2008,250,1012649043,10.2
Portugal,Europe,2009,260,945138248,10.2
Portugal,Europe,2010,220,816696625,10.2
Portugal,Europe,2011,210,997558346,10.2
Portugal,Europe,2012,180,858477293,10.2
Portugal,Europe,2013,190,892280534,10.2
Portugal,Europe,2014,230,972010576,10.2
Portugal,Europe,2015,250,816622008,10.2
Portugal,Europe,2016,280,861606283,10.2
Portugal,Europe,2017,320,921254978,10.2
Portugal,Europe,2018,320,1140307649,10.2
Portugal,Europe,2019,310,1324167660,10.2
Portugal,Europe,2020,300,1603071723,10.2
Portugal,Europe,2021,180,2160016377,10.2
Portugal,Europe,2022,280,2563544966,10.2
Portugal,Europe,2023,230,2742059008,10.2
Spain,Europe,2005,460,1793762785,1.0
Spain,Europe,2006,420,2024857423,1.0
Spain,Europe,2007,430,2648821880,1.0
Spain,Europe,2008,590,2907791698,1.0
Spain,Europe,2009,460,2408802728,1.0
Spain,Europe,2010,460,2521608103,1.0
Spain,Europe,2011,500,2708522146,1.0
Spain,Europe,2012,470,3308379311,1.0
Spain,Europe,2013,600,4796495571,1.0
Spain,Europe,2014,890,4945978489,1.0
Spain,Europe,2015,910,4223983690,1.0
Spain,Europe,2016,1050,4158850522,1.0
Spain,Europe,2017,1210,4747497438,1.0
Spain,Europe,2018,1380,5264100353,1.0
Spain,Europe,2019,1520,5066817694,1.0
Spain,Europe,2020,1380,4840173537,1.0
Spain,Europe,2021,940,6240448316,1.0
Spain,Europe,2022,1170,6697390419,1.0
Spain,Europe,2023,810,8676523084,1.0
Albania,Europe,2005,60,2037732819,2.8
Albania,Europe,2014,50,2245191778,2.8
Albania,Europe,2015,80,2039564343,2.8
Albania,Europe,2016,80,2063494484,2.8
Albania,Europe,2017,90,2072679443,2.8
Albania,Europe,2018,120,2303971888,2.8
Albania,Europe,2019,130,2327043342,2.8
Albania,Europe,2020,100,2316259796,2.8
Albania,Europe,2021,90,2715002351,2.8
Albania,Europe,2022,90,2757487315,2.8
Albania,Europe,2023,70,3217147468,2.8
Bulgaria,Europe,2005,80,2548401635,6.3
Bulgaria,Europe,2006,120,2711968849,6.3
Bulgaria,Europe,2007,100,2675814010,6.3
Bulgaria,Europe,2008,130,3031467528,6.3
Bulgaria,Europe,2009,90,2515035512,6.3
Bulgaria,Europe,2010,110,2105997800,6.3
Bulgaria,Europe,2011,110,2343440200,6.3
Bulgaria,Europe,2012,100,2289230400,6.3
Bulgaria,Europe,2013,60,2633796800,6.3
Bulgaria,Europe,2014,90,2714282000,6.3
Bulgaria,Europe,2015,110,2407714600,6.3
Bulgaria,Europe,2016,120,2574041200,6.3
Bulgaria,Europe,2017,130,3285799600,6.3
Bulgaria,Europe,2018,110,3353044400,6.3
Bulgaria,Europe,2019,130,3374327000,6.3
Bulgaria,Europe,2020,120,3137011000,6.3
Bulgaria,Europe,2021,100,3176305600,6.3
Bulgaria,Europe,2022,150,3305439000,6.3
Bulgaria,Europe,2023,90,3612543600,6.3
Croatia,Europe,2005,490,2961660754,3.9
Croatia,Europe,2006,590,3043315758,3.9
Croatia,Europe,2007,500,3521524723,3.9
Croatia,Europe,2008,520,3958386080,3.9
Croatia,Europe,2009,450,3584747347,3.9
Croatia,Europe,2010,440,3613540078,3.9
Croatia,Europe,2011,350,3987977775,3.9
Croatia,Europe,2012,380,3293826411,3.9
Croatia,Europe,2013,370,4374661027,3.9
Croatia,Europe,2014,420,4381959295,3.9
Croatia,Europe,2015,360,4230066874,3.9
Croatia,Europe,2016,410,5092430829,3.9
Croatia,Europe,2017,360,5793826794,3.9
Croatia,Europe,2018,330,6339019534,3.9
Croatia,Europe,2019,310,6765290841,3.9
Croatia,Europe,2020,230,6627805221,3.9
Croatia,Europe,2021,260,7874462776,3.9
Croatia,Europe,2022,510,8463421944,3.9
Croatia,Europe,2023,350,9600066794,3.9
Cyprus,Europe,2005,220,165611147,1.3
Cyprus,Europe,2006,190,165127530,1.3
Cyprus,Europe,2007,200,224638093,1.3
Cyprus,Europe,2008,160,1498823668,1.3
Cyprus,Europe,2009,150,937592783,1.3
Cyprus,Europe,2010,150,1361541211,1.3
Cyprus,Europe,2011,150,1170006523,1.3
Cyprus,Europe,2012,110,949764662,1.3
Cyprus,Europe,2013,120,680978123,1.3
Cyprus,Europe,2014,140,510479196,1.3
Cyprus,Europe,2015,140,495618773,1.3
Cyprus,Europe,2016,170,611327894,1.3
Cyprus,Europe,2017,170,733843322,1.3
Cyprus,Europe,2018,150,823483434,1.3
Cyprus,Europe,2019,140,846027865,1.3
Cyprus,Europe,2020,130,896876086,1.3
Cyprus,Europe,2021,100,990830449,1.3
Cyprus,Europe,2022,130,825620321,1.3
Cyprus,Europe,2023,100,1000646210,1.3
North Macedonia,Europe,2005,400,357978197,2.1
North Macedonia,Europe,2006,370,421159118,2.1
North Macedonia,Europe,2007,370,545116154,2.1
North Macedonia,Europe,2008,380,642469003,2.1
North Macedonia,Europe,2009,340,602222630,2.1
North Macedonia,Europe,2010,290,612931228,2.1
North Macedonia,Europe,2011,330,685916626,2.1
North Macedonia,Europe,2012,300,622762647,2.1
North Macedonia,Europe,2013,400,594187783,2.1
North Macedonia,Europe,2014,400,605698225,2.1
North Macedonia,Europe,2015,340,516504533,2.1
North Macedonia,Europe,2016,310,499733830,2.1
North Macedonia,Europe,2017,280,545003434,2.1
North Macedonia,Europe,2018,320,599120094,2.1
North Macedonia,Europe,2019,280,560307630,2.1
North Macedonia,Europe,2020,910,742732323,2.1
North Macedonia,Europe,2021,280,773637285,2.1
North Macedonia,Europe,2022,330,721364122,2.1
North Macedonia,Europe,2023,280,730684931,2.1
Greece,Europe,2005,910,1927069726,10.4
Greece,Europe,2006,880,2438113912,10.4
Greece,Europe,2007,800,3923521002,10.4
Greece,Europe,2008,840,4245185815,10.4
Greece,Europe,2009,690,3194970052,10.4
Greece,Europe,2010,570,2368076030,10.4
Greece,Europe,2011,550,1875395239,10.4
Greece,Europe,2012,420,1075951423,10.4
Greece,Europe,2013,540,1271449404,10.4
Greece,Europe,2014,720,1161182453,10.4
Greece,Europe,2015,870,804751380,10.4
Greece,Europe,2016,770,659119699,10.4
Greece,Europe,2017,780,633374894,10.4
Greece,Europe,2018,890,773725354,10.4
Greece,Europe,2019,850,1068597458,10.4
Greece,Europe,2020,750,965983528,10.4
Greece,Europe,2021,640,1088408693,10.4
Greece,Europe,2022,830,948918346,10.4
Greece,Europe,2023,630,856266976,10.4
Romania,Europe,2005,220,1503817674,18.9
Romania,Europe,2006,240,1833533369,18.9
Romania,Europe,2007,280,2566366211,18.9
Romania,Europe,2008,320,2689690592,18.9
Romania,Europe,2009,280,1078292316,18.9
Romania,Europe,2010,310,1013390851,18.9
Romania,Europe,2011,270,1096703886,18.9
Romania,Europe,2012,190,1158485416,18.9
Romania,Europe,2013,230,7593120164,18.9
Romania,Europe,2014,280,8031965943,18.9
Romania,Europe,2015,270,8518438724,18.9
Romania,Europe,2016,310,9369072031,18.9
Romania,Europe,2017,270,10357941155,18.9
Romania,Europe,2018,270,11034698077,18.9
Romania,Europe,2019,270,12864406261,18.9
Romania,Europe,2020,240,12048655281,18.9
Romania,Europe,2021,220,14402922797,18.9
Romania,Europe,2022,340,13874499145,18.9
Romania,Europe,2023,210,15744738705,18.9
